_id,title,domain,rss,category,channels[0],channels[1],channels[2],channels[3],channels[4],is_enabled,xpaths.title,xpaths.author,xpaths.publication_date,xpaths.summary,xpaths.content
6696759a347e0ad714039cb7,Brave Blog,brave.com,https://brave.com/blog/index.xml,Brave,Top Sources,Brave,,,,true,,,,,
6696759a347e0ad714039cb8,CNN,www.cnn.com,http://rss.cnn.com/rss/edition_world.rss,World News,Top Sources,Top News,World News,,,true,,,,,
6696759a347e0ad714039cb9,The New York Times,www.nytimes.com,https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml,Top News,Top Sources,Top News,,,,true,,,,,
6696759a347e0ad714039cba,BBC,www.bbc.co.uk,https://feeds.bbci.co.uk/news/rss.xml?edition=int,Top News,Top Sources,Top News,,,,true,,,,,
6696759a347e0ad714039cbb,FOX News,www.foxnews.com,https://feeds.foxnews.com/foxnews/latest,Top News,Top Sources,Top News,,,,true,,,,,
6696759a347e0ad714039cbc,The Guardian,www.theguardian.com,https://www.theguardian.com/world/rss,Top News,Top Sources,Top News,,,,true,,,,,
6696759a347e0ad714039cbd,Washington Post,www.washingtonpost.com,https://www.washingtonpost.com/?outputType=rss,Top News,Top Sources,Top News,,,,true,,,,,
6696759a347e0ad714039cbe,NBC News,www.nbcnews.com,https://feeds.nbcnews.com/nbcnews/public/news,Top News,Top Sources,Top News,,,,true,,,,,
6696759a347e0ad714039cbf,ABC News,abcnews.go.com,https://abcnews.go.com/abcnews/topstories,Top News,Top Sources,Top News,,,,true,,,,,
6696759a347e0ad714039cc0,Daily Mail,www.dailymail.co.uk,https://www.dailymail.co.uk/home/index.rss,Top News,Top Sources,Top News,,,,true,,,,,
6696759a347e0ad714039cc1,New York Post,nypost.com,https://nypost.com/news/feed/,Top News,Top Sources,Top News,,,,true,,,,,
6696759a347e0ad714039cc2,NPR,www.npr.org,https://feeds.npr.org/1001/rss.xml,Top News,Top Sources,Top News,,,,true,,,,,
6696759a347e0ad714039cc3,WSJ,www.wsj.com,https://feeds.a.dj.com/rss/RSSWorldNews.xml,Top News,Top Sources,Top News,,,,true,,,,,
6696759a347e0ad714039cc4,LA Times,www.latimes.com,https://www.latimes.com/local/rss2.0.xml,Top News,Top Sources,Top News,,,,false,,,,,
6696759a347e0ad714039cc5,Newsweek,www.newsweek.com,https://www.newsweek.com/rss,Top News,Top Sources,Top News,,,,false,,,,,
6696759a347e0ad714039cc6,Politico,www.politico.com,https://rss.politico.com/politics-news.xml,Top News,Top Sources,Top News,Politics,,,false,,,,,
6696759a347e0ad714039cc7,The Independent,www.independent.co.uk,https://www.independent.co.uk/rss,Top News,Top Sources,Top News,,,,false,,,,,
6696759a347e0ad714039cc8,Breitbart,www.breitbart.com,https://feeds.feedburner.com/breitbart,Top News,Top Sources,Top News,Politics,,,false,,,,,
6696759a347e0ad714039cc9,The Hill,thehill.com,https://thehill.com/rss/syndicator/19110,Top News,Top Sources,Top News,Politics,,,false,,,,,
6696759a347e0ad714039cca,The Washington Times,www.washingtontimes.com,https://www.washingtontimes.com/rss/headlines/news/,Top News,Top Sources,Top News,Politics,,,false,,,,,
6696759a347e0ad714039ccb,The Daily Beast,www.thedailybeast.com,https://feeds.feedburner.com/thedailybeast/articles,Top News,Top Sources,Top News,,,,false,,,,,
6696759a347e0ad714039ccc,The Telegraph,www.telegraph.co.uk,https://www.telegraph.co.uk/news/rss.xml,Top News,Top Sources,Top News,,,,false,,,,,
6696759a347e0ad714039ccd,Daily Caller,dailycaller.com,https://dailycaller.com/section/us/feed/,Top News,Top Sources,Top News,Politics,,,false,,,,,
6696759a347e0ad714039cce,The Blaze,www.theblaze.com,https://www.theblaze.com/feeds/news.rss,Top News,Top Sources,Top News,Politics,,,false,,,,,
6696759a347e0ad714039ccf,CBC,www.cbc.ca,https://www.cbc.ca/cmlink/rss-topstories,Top News,Top Sources,Top News,,,,false,,,,,
6696759a347e0ad714039cd0,Al Jazeera,www.aljazeera.com,https://www.aljazeera.com/xml/rss/all.xml,Top News,Top Sources,Top News,,,,false,,,,,
6696759a347e0ad714039cd1,Sydney Morning Herald,www.smh.com.au,https://www.smh.com.au/rss/feed.xml,Top News,Top Sources,Top News,,,,false,,,,,
6696759a347e0ad714039cd2,Axios,www.axios.com,https://api.axios.com/feed/,Top News,Top Sources,Top News,,,,false,,,,,
6696759a347e0ad714039cd3,Der Spiegel,www.spiegel.de,https://www.spiegel.de/international/index.rss,Top News,Top Sources,Top News,,,,false,,,,,
6696759a347e0ad714039cd4,Sky News,news.sky.com,https://feeds.skynews.com/feeds/rss/world.xml,Top News,Top Sources,Top News,,,,false,,,,,
6696759a347e0ad714039cd5,The Boston Globe,www.bostonglobe.com,https://www.bostonglobe.com/rss/feedly.xml,Top News,Top Sources,Top News,,,,false,,,,,
6696759a347e0ad714039cd6,Euronews,www.euronews.com,https://feeds.feedburner.com/euronews/en/home/,Top News,Top Sources,Top News,,,,false,,,,,
6696759a347e0ad714039cd7,Financial Times,www.ft.com,https://www.ft.com/rss/home/uk,Top News,Top Sources,Top News,Business,,,false,,,,,
6696759a347e0ad714039cd8,Mother Jones,www.motherjones.com,https://feeds.feedburner.com/motherjones/main,Top News,Top Sources,Top News,Politics,,,false,,,,,
6696759a347e0ad714039cd9,The Christian Science Monitor,www.csmonitor.com,https://rss.csmonitor.com/feeds/top,Top News,Top Sources,Top News,,,,false,,,,,
6696759a347e0ad714039cda,ProPublica,www.propublica.org,https://www.propublica.org/feeds/propublica/main,Top News,Top Sources,Top News,,,,false,,,,,
6696759a347e0ad714039cdb,The New Republic,newrepublic.com,https://newrepublic.com/rss.xml,Top News,Top Sources,Top News,Politics,,,false,,,,,
6696759a347e0ad714039cdc,Democracy Now!,www.democracynow.org,https://www.democracynow.org/democracynow.rss,Top News,Top Sources,Top News,Politics,,,false,,,,,
6696759a347e0ad714039cdd,Foreign Policy,foreignpolicy.com,https://foreignpolicy.com/feed/,Top News,Top Sources,Top News,Politics,,,false,,,,,
6696759a347e0ad714039cde,The Nation,www.thenation.com,https://www.thenation.com/feed/?post_type=article,Top News,Top Sources,Top News,Politics,,,false,,,,,
6696759a347e0ad714039cdf,HuffPost,www.huffpost.com,https://www.huffpost.com/section/world-news/feed,Top News,Top Sources,Top News,,,,false,,,,,
6696759a347e0ad714039ce0,Yahoo Finance,www.barrons.com;www.marketwatch.com;www.investors.com;finance.yahoo.com;www.investopedia.com,https://finance.yahoo.com/rss/topstories,Business,Top Sources,Business,,,,false,,,,,
6696759a347e0ad714039ce1,Fast Company,www.fastcompany.com,https://feeds.feedburner.com/fastcompany/headlines,Business,Top Sources,Business,,,,true,,,,,
6696759a347e0ad714039ce2,Forbes,www.forbes.com,https://www.forbes.com/real-time/feed/,Business,Top Sources,Business,,,,true,,,,,
6696759a347e0ad714039ce3,WSJ - Markets,www.wsj.com,https://feeds.a.dj.com/rss/RSSMarketsMain.xml,Business,Top Sources,Business,,,,true,,,,,
6696759a347e0ad714039ce4,CNBC,www.cnbc.com,https://www.cnbc.com/id/100003114/device/rss/rss.html,Business,Top Sources,Business,,,,true,,,,,
6696759a347e0ad714039ce5,Business Insider,www.businessinsider.com;markets.businessinsider.com,https://feeds2.feedburner.com/businessinsider,Business,Top Sources,Business,,,,false,,,,,
6696759a347e0ad714039ce6,Entrepreneur,www.entrepreneur.com,https://feeds.feedburner.com/entrepreneur/latest,Business,Top Sources,Business,,,,false,,,,,
6696759a347e0ad714039ce7,Harvard Business Review,hbr.org,https://feeds.harvardbusiness.org/harvardbusiness/,Business,Top Sources,Business,,,,false,,,,,
6696759a347e0ad714039ce8,MarketWatch,www.marketwatch.com,https://feeds.marketwatch.com/marketwatch/topstories/,Business,Top Sources,Business,,,,false,,,,,
6696759a347e0ad714039ce9,Inc.com,www.inc.com,https://www.inc.com/rss/homepage.xml,Business,Top Sources,Business,,,,false,,,,,
6696759a347e0ad714039cea,The Economist,www.economist.com,https://www.economist.com/business/rss.xml,Business,Top Sources,Business,,,,false,,,,,
6696759a347e0ad714039ceb,Freakonomics,freakonomics.com,https://freakonomics.com/feed/,Business,Top Sources,Business,,,,false,,,,,
6696759a347e0ad714039cec,The Motley Fool,www.fool.com,https://www.fool.com/a/feeds/foolwatch?format=rss2&id=foolwatch&apikey=foolwatch-feed,Business,Top Sources,Business,,,,false,,,,,
6696759a347e0ad714039ced,FOX Business,www.foxbusiness.com,https://feeds.foxbusiness.com/foxbusiness/latest,Business,Top Sources,Business,,,,false,,,,,
6696759a347e0ad714039cee,Quartz,qz.com,https://cms.qz.com/feed/,Business,Top Sources,Business,,,,false,,,,,
6696759a347e0ad714039cef,PSFK,www.psfk.com,https://www.psfk.com/feeds/psfk,Business,Top Sources,Business,,,,false,,,,,
6696759a347e0ad714039cf0,Small Business Trends,smallbiztrends.com,https://feeds.feedburner.com/SmallBusinessTrends,Business,Top Sources,Business,,,,false,,,,,
6696759a347e0ad714039cf1,Seeking Alpha,seekingalpha.com,https://seekingalpha.com/feed.xml,Business,Top Sources,Business,,,,false,,,,,
6696759a347e0ad714039cf2,Fortune,fortune.com,https://fortune.com/feed/,Business,Top Sources,Business,,,,false,,,,,
6696759a347e0ad714039cf3,Financial Times - Markets,www.ft.com,https://www.ft.com/markets?format=rss,Business,Top Sources,Business,,,,false,,,,,
6696759a347e0ad714039cf4,Autoblog,www.autoblog.com,https://www.autoblog.com/rss.xml,Cars,Top Sources,Cars,,,,true,,,,,
6696759a347e0ad714039cf5,Jalopnik,jalopnik.com,https://jalopnik.com/rss,Cars,Top Sources,Cars,,,,true,,,,,
6696759a347e0ad714039cf6,Car and Driver,www.caranddriver.com,https://www.caranddriver.com/rss/all.xml/,Cars,Top Sources,Cars,,,,true,,,,,
6696759a347e0ad714039cf7,Edmunds,www.edmunds.com,https://www.edmunds.com/feeds/rss/articles.xml,Cars,Top Sources,Cars,,,,false,,,,,
6696759a347e0ad714039cf8,Motor1,www.motor1.com,https://www.motor1.com/rss/news/all/,Cars,Top Sources,Cars,,,,false,,,,,
6696759a347e0ad714039cf9,The Truth About Cars,www.thetruthaboutcars.com,https://www.thetruthaboutcars.com/feed/,Cars,Top Sources,Cars,,,,false,,,,,
6696759a347e0ad714039cfa,Electrek,electrek.co,https://electrek.co/feed/,Cars,Top Sources,Cars,,,,false,,,,,
6696759a347e0ad714039cfb,InsideEVs,insideevs.com,https://insideevs.com/rss/articles/all/,Cars,Top Sources,Cars,,,,false,,,,,
6696759a347e0ad714039cfc,CarBuzz,carbuzz.com,https://carbuzz.com/rss/news,Cars,Top Sources,Cars,,,,false,,,,,
6696759a347e0ad714039cfd,Autosport,www.autosport.com,https://www.autosport.com/rss/all/news/,Cars,Top Sources,Cars,,,,false,,,,,
6696759a347e0ad714039cfe,Speedhunters,www.speedhunters.com,https://feeds.feedburner.com/Speedhunters,Cars,Top Sources,Cars,,,,false,,,,,
6696759a347e0ad714039cff,Carscoops,www.carscoops.com,https://www.carscoops.com/category/news/feed/,Cars,Top Sources,Cars,,,,false,,,,,
6696759a347e0ad714039d00,Bike EXIF,www.bikeexif.com,https://www.bikeexif.com/feed,Cars,Top Sources,Cars,,,,false,,,,,
6696759a347e0ad714039d01,The Drive,www.thedrive.com,https://api.thedrive.com/feed/?post_type=the_drive_article,Cars,Top Sources,Cars,,,,false,,,,,
6696759a347e0ad714039d02,Autocar,www.autocar.co.uk,https://www.autocar.co.uk/rss/latestnews,Cars,Top Sources,Cars,,,,false,,,,,
6696759a347e0ad714039d03,Bring A Trailer,bringatrailer.com,https://bringatrailer.com/feed/,Cars,Top Sources,Cars,,,,false,,,,,
6696759a347e0ad714039d04,Paul Tan's Automotive News,paultan.org,https://paultan.org/feed/,Cars,Top Sources,Cars,,,,false,,,,,
6696759a347e0ad714039d05,The Car Connection,www.motorauthority.com,https://feeds.feedburner.com/MotorAuthority2,Cars,Top Sources,Cars,,,,false,,,,,
6696759a347e0ad714039d06,Cointelegraph,cointelegraph.com,https://cointelegraph.com/rss,Crypto,Top Sources,Crypto,,,,true,,,,,
6696759a347e0ad714039d07,Bitcoin Magazine,bitcoinmagazine.com,https://feeds.feedburner.com/BitcoinMagazine,Crypto,Top Sources,Crypto,,,,true,,,,,
6696759a347e0ad714039d08,Decrypt,decrypt.co,https://decrypt.co/feed/,Crypto,Top Sources,Crypto,,,,true,,,,,
6696759a347e0ad714039d09,Bitcoinist,bitcoinist.com,https://feeds.feedburner.com/bitcoinist/,Crypto,Top Sources,Crypto,,,,true,,,,,
6696759a347e0ad714039d0a,NewsBTC,www.newsbtc.com,https://www.newsbtc.com/feed/,Crypto,Top Sources,Crypto,,,,false,,,,,
6696759a347e0ad714039d0b,99 Bitcoins,99bitcoins.com,https://99bitcoins.com/feed/,Crypto,Top Sources,Crypto,,,,false,,,,,
6696759a347e0ad714039d0c,CryptoSlate,cryptoslate.com,https://cryptoslate.com/feed/,Crypto,Top Sources,Crypto,,,,false,,,,,
6696759a347e0ad714039d0d,Finance Magnates,www.financemagnates.com,https://www.financemagnates.com/cryptocurrency/feed/,Crypto,Top Sources,Crypto,,,,false,,,,,
6696759a347e0ad714039d0e,BTCMANAGER,btcmanager.com,https://btcmanager.com/feed/,Crypto,Top Sources,Crypto,,,,false,,,,,
6696759a347e0ad714039d0f,Blockgeeks,blockgeeks.com,https://blockgeeks.com/feed/,Crypto,Top Sources,Crypto,,,,false,,,,,
6696759a347e0ad714039d10,CryptoPotato,cryptopotato.com,https://cryptopotato.com/feed/,Crypto,Top Sources,Crypto,,,,false,,,,,
6696759a347e0ad714039d11,Wikihow,www.wikihow.com,https://www.wikihow.com/feed.rss,Culture,Top Sources,Culture,,,,true,,,,,
6696759a347e0ad714039d12,The Atlantic,www.theatlantic.com,https://feeds.feedburner.com/TheAtlantic,Culture,Top Sources,Culture,Politics,,,true,,,,,
6696759a347e0ad714039d13,TED Talks,www.ted.com,https://feeds.feedburner.com/tedtalks_video,Culture,Top Sources,Culture,Video,,,true,,,,,
6696759a347e0ad714039d14,Vox,www.vox.com,https://www.vox.com/rss/index.xml,Culture,Top Sources,Culture,,,,true,,,,,
6696759a347e0ad714039d15,Slate,slate.com,https://slate.com/feeds/all.rss,Culture,Top Sources,Culture,,,,true,,,,,
6696759a347e0ad714039d16,VICE,www.vice.com,https://www.vice.com/en/rss?locale=en_us,Culture,Top Sources,Culture,,,,true,,,,,
6696759a347e0ad714039d17,The New Yorker,www.newyorker.com,https://www.newyorker.com/feed/everything,Culture,Top Sources,Culture,,,,false,,,,,
6696759a347e0ad714039d18,Boing Boing,boingboing.net,https://boingboing.net/feed,Culture,Top Sources,Culture,,,,false,,,,,
6696759a347e0ad714039d19,Brain Pickings,www.themarginalian.org,https://feeds.feedburner.com/brainpickings/rss,Culture,Top Sources,Culture,,,,false,,,,,
6696759a347e0ad714039d1a,Vanity Fair,www.vanityfair.com,https://www.vanityfair.com/feed/rss,Culture,Top Sources,Culture,,,,false,,,,,
6696759a347e0ad714039d1b,Cool Hunting,coolhunting.com,https://coolhunting.com/feed/atom/,Culture,Top Sources,Culture,,,,false,,,,,
6696759a347e0ad714039d1c,Complex,www.complex.com;solecollector.com,https://assets.complex.com/feeds/channels/all.xml,Culture,Top Sources,Culture,,,,false,,,,,
6696759a347e0ad714039d1d,Mental Floss,www.mentalfloss.com,https://www.mentalfloss.com/rss.xml,Culture,Top Sources,Culture,,,,false,,,,,
6696759a347e0ad714039d1e,Thought Catalog,thoughtcatalog.com,https://feeds.feedburner.com/ThoughtCatalog,Culture,Top Sources,Culture,,,,false,,,,,
6696759a347e0ad714039d1f,Open Culture,www.openculture.com,https://feeds.feedburner.com/OpenCulture,Culture,Top Sources,Culture,,,,false,,,,,
6696759a347e0ad714039d20,Salon.com,www.salon.com,https://www.salon.com/feed/,Culture,Top Sources,Culture,,,,false,,,,,
6696759a347e0ad714039d21,PostSecret,postsecret.blogspot.com,https://postsecret.blogspot.com/feeds/posts/default,Culture,Top Sources,Culture,,,,false,,,,,
6696759a347e0ad714039d22,Upworthy,biztoc.com,https://feeds.feedburner.com/upworthy,Culture,Top Sources,Culture,,,,false,,,,,
6696759a347e0ad714039d23,kottke.org,kottke.org,https://feeds.kottke.org/main,Culture,Top Sources,Culture,,,,false,,,,,
6696759a347e0ad714039d24,The New York Review of Books,www.nybooks.com,https://feeds.feedburner.com/nybooks,Culture,Top Sources,Culture,,,,false,,,,,
6696759a347e0ad714039d25,The Root,www.theroot.com,https://www.theroot.com/rss/full,Culture,Top Sources,Culture,,,,false,,,,,
6696759a347e0ad714039d26,TMZ,www.tmz.com,https://www.tmz.com/rss.xml,Entertainment,Top Sources,Entertainment,,,,true,,,,,
6696759a347e0ad714039d27,Rolling Stone,www.rollingstone.com,https://www.rollingstone.com/music/feed/,Entertainment,Top Sources,Entertainment,Music,,,true,,,,,
6696759a347e0ad714039d28,Variety,variety.com,https://feeds.feedburner.com/variety/headlines,Entertainment,Top Sources,Entertainment,Celebs,Film,TV,true,,,,,
6696759a347e0ad714039d29,E! Online,www.eonline.com,https://syndication.eonline.com/syndication/feeds/rssfeeds/topstories.xml,Entertainment,Top Sources,Entertainment,Celebs,Film,TV,true,,,,,
6696759a347e0ad714039d2a,IndieWire,www.indiewire.com,https://www.indiewire.com/feed/,Entertainment,Top Sources,Entertainment,Film,,,true,,,,,
6696759a347e0ad714039d2b,io9,gizmodo.com,https://feeds.feedburner.com/io9/,Entertainment,Top Sources,Entertainment,,,,false,,,,,
6696759a347e0ad714039d2c,Deadline,deadline.com,https://deadline.com/feed/,Entertainment,Top Sources,Entertainment,Film,,,false,,,,,
6696759a347e0ad714039d2d,SlashFilm,www.slashfilm.com,https://feeds.feedburner.com/slashfilm,Entertainment,Top Sources,Entertainment,Film,,,false,,,,,
6696759a347e0ad714039d2e,IGN Reviews,www.ign.com,https://feeds.ign.com/ign/reviews,Entertainment,Top Sources,Entertainment,,,,false,,,,,
6696759a347e0ad714039d2f,The A.V. Club,www.avclub.com,https://www.avclub.com/rss,Entertainment,Top Sources,Entertainment,,,,false,,,,,
6696759a347e0ad714039d30,Vanity Fair,www.vanityfair.com,https://www.vanityfair.com/feed/rss,Entertainment,Top Sources,Entertainment,Culture,,,false,,,,,
6696759a347e0ad714039d31,FirstShowing.net,www.firstshowing.net,https://www.firstshowing.net/feed/?full,Entertainment,Top Sources,Entertainment,,,,false,,,,,
6696759a347e0ad714039d32,ET,www.etonline.com,https://feeds.feedburner.com/ETTopStories,Entertainment,Top Sources,Entertainment,Celebs,Film,TV,false,,,,,
6696759a347e0ad714039d33,Us Weekly,www.usmagazine.com,https://www.usmagazine.com/category/entertainment/feed/,Entertainment,Top Sources,Entertainment,Celebs,Film,TV,false,,,,,
6696759a347e0ad714039d34,Flavorwire,www.flavorwire.com,https://feeds.feedburner.com/flavorwire-rss,Entertainment,Top Sources,Entertainment,,,,false,,,,,
6696759a347e0ad714039d35,Film School Rejects,filmschoolrejects.com,https://feeds.feedburner.com/FilmSchoolRejects,Entertainment,Top Sources,Entertainment,,,,false,,,,,
6696759a347e0ad714039d36,Ain't It Cool,www.aintitcool.com,https://www.aintitcool.com/node/feed/,Entertainment,Top Sources,Entertainment,,,,false,,,,,
6696759a347e0ad714039d37,CinemaBlend,www.cinemablend.com,https://www.cinemablend.com/rss/topic/news/movies,Entertainment,Top Sources,Entertainment,,,,false,,,,,
6696759a347e0ad714039d38,Hollywood Life,hollywoodlife.com,https://hollywoodlife.com/feed/,Entertainment,Top Sources,Entertainment,,,,false,,,,,
6696759a347e0ad714039d39,TVLine,tvline.com,https://tvline.com/feed/,Entertainment,Top Sources,Entertainment,,,,false,,,,,
6696759a347e0ad714039d3a,Refinery29,www.refinery29.com,https://www.refinery29.com/index.xml,Fashion,Top Sources,Fashion,,,,true,,,,,
6696759a347e0ad714039d3b,The Art of Manliness,www.artofmanliness.com,https://feeds2.feedburner.com/TheArtOfManliness,Fashion,Top Sources,Fashion,,,,true,,,,,
6696759a347e0ad714039d3c,Hypebeast,hypebeast.com,https://feeds.feedburner.com/hypebeast/feed,Fashion,Top Sources,Fashion,,,,true,,,,,
6696759a347e0ad714039d3d,Popsugar,www.popsugar.com,https://www.popsugar.com/feed,Fashion,Top Sources,Fashion,,,,true,,,,,
